Cell,'Hmga2','Ascl1','Fos','Atf3','Hmga1','Eno1','Hes6','Trp53','Egr1','Zfp36l2','Sox11','Zfp57','Lyar','Ncoa1','Ets1','Zfp238','Prrx1','Lrrfip1','Klf6','Ebf1','Fosl1','Tfdp1','Id2','Zfp207','Bola2','Smarcb1','Phb','Jun','Aebp1','Phf5a','Plagl1','Nfkbia','Snai2','Tsc22d3','Tgif1','Fosb','Rorc','Maf','Tet2','Ezh2','Ddit3','Hbp1','Myc','Tcf19','Nfic','Ssrp1','Zmat5','Sox9','Zfp260','Stat6','Phb2','Scx','Bola3','Atf4','Zbtb20','Csda','Tcf12','Foxp2','Tcf4','Matr3','Fubp1','Tsc22d1','Atoh8','Mef2a','Creb3','Nono','Noc4l','Tax1bp3','Cenpt','Maf1','Sp1','Stat1','Sfpq','Zfp317','Nr1d1','Fosl2','Gatad1','Dnajc2','Foxs1','Mef2c','Kdm5b','Nfe2l1','Pcbp1','Irf9','Khsrp','Nfyb','Nfia','Creb3l1','Pcbp2','Mier1','Klf4','Rela','Mkx','Junb','Nr2f2','Dnmt3a','Runx1t1','Klf10','Zeb2','Zfhx4'
"'""Myocyte""'",0,2.6198,7.3908,6.6671,0,0,6.5772,0,6.3483,0,5.7007,0,0,6.4099,0,3.728,3.3405,5.9026,2.7079,1.7644,0,0,10.744,8.6439,5.9099,0,0.76545,3.933,3.6017,2.3042,0,0,0,2.1155,1.3196,0,0,5.794,5.5931,3.2756,0,4.8346,4.4482,0,3.4366,2.0855,4.6074,3.8647,0,0,5.0806,6.0537,1.0653,0,0,5.1189,5.3527,5.0544,5.8079,4.4524,0,7.3514,0.58303,0,0,6.0832,0,0,0,0,0,0,4.9105,5.4059,2.1057,3.8368,7.6195,0,0,0,5.4419,2.2986,4.2798,6.0095,4.1125,0,7.2466,0,0.44034,5.5369,0,0,6.0688,2.2244,6.1264,0.39683,6.9515,5.9463,4.4387,1.2787
"'""Myocyte""'",0,9.5134,1.4873,0,0,0,5.8838,0,7.5537,0,6.0534,0,0,5.3944,0,5.6339,0,0,0,0,0,0,9.6399,0,0,9.4303,0,3.7824,0,0,0,0,0,0,0,0,1.1275,7.8722,2.7026,0,0,0.028542,0,0,0,0,0,1.5736,0,0,0,7.5236,0,0,0,6.4694,0,0,4.0634,0,3.5143,9.1532,5.0363,0,0,0,0,9.6138,0,0,0,0,5.433,0,0,0,8.672,0,0,0,0,2.9942,0.19042,0,3.7036,0,6.52,0,0,0.25751,0,0,0,0.031787,7.1818,0,7.9572,7.713,0,0
"'""Myocyte""'",0,8.4297,7.4561,1.7615,0,0,10.093,0,0.95863,0,0,0,0,7.2779,0,5.0708,0,0,0,0,0,0,11.775,0,8.0337,0,0,7.5462,0,0,0,1.9451,0,0,3.9597,2.7032,2.6671,0,6.821,0,0,5.474,0,2.4657,3.1881,0,8.1505,5.6271,0,0,0,4.1208,0,0.085668,0,0,8.586,0,6.8095,6.2028,5.9693,2.6077,0,0,8.5283,8.5457,0,0,0,5.0516,0,0,0.91057,0,0,0,7.4648,0,0,0,7.5815,2.7757,0,0,6.056,0,5.6994,0,7.4283,7.2429,0,0,0,2.1747,0,0,8.6899,6.2606,0,0
"'""Myocyte""'",0,3.891,2.0324,0.037359,0,4.1913,0,0,2.6863,0,1.1303,0,0,0.32259,0,2.3985,0,0.0286,0,0,0,0,9.0963,1.118,8.496,8.3289,5.8392,1.8135,0,0,0,6.7646,5.9222,0,0.94585,0,1.664,0.54533,7.442,0,8.1835,5.1036,5.167,0,3.0709,2.7038,0,1.6965,0,0,0,0,0,6.1839,0,5.8781,1.4998,0,3.8682,2.7522,6.1603,0,0,2.8921,2.2554,1.2728,0,5.6777,0,7.8338,4.6797,0.26228,6.7034,4.5227,1.5886,2.1891,8.3991,0,0,0,0,5.7507,0.11715,0,3.8326,0,5.5521,0,6.2645,0.88764,0,0,0,0.73671,4.6574,0,3.8169,0,0,5.3187
"'""Myocyte""'",0,6.3559,0,0.42524,0,0,5.3093,2.9775,0,0,0,0.33244,2.1929,2.1558,0,2.6476,3.5333,4.7221,4.6221,0,0,2.4312,5.9495,0,0,0,0,2.4047,0,0,5.0475,0,0,2.2773,0,0,0,0,4.3901,1.9717,0,5.1344,0.12207,0,1.9988,0,0,1.8191,0,0,5.5224,2.1817,6.988,8.935,3.4496,2.635,0,0,3.939,6.9066,0,4.5727,6.1265,7.0046,0,6.4761,0,5.435,0,0,0,0,3.7665,5.5333,3.7018,0,4.7661,0,0,5.4641,4.7764,4.5498,0,0,0,0,3.1041,0,1.8488,3.0191,0,0,2.1085,0,3.8494,4.6079,0.032415,4.6685,0,2.2291
"'""Fibroblast""'",0,3.5316,7.2592,0,0,0,0.44071,3.7329,8.6418,2.5346,1.6161,0,0,4.1894,0,2.7629,4.6929,6.9575,0,0,0,2.7077,8.7472,5.7848,7.2844,0,0,6.2588,4.2259,4.5868,0,1.0388,0,3.6989,0,4.1893,0.43299,4.9833,3.9359,2.3129,0,7.2976,0,0,0.47016,5.1863,0,4.1479,0,0,4.9334,7.0383,3.4827,6.1641,2.8398,4.5143,6.5637,3.1015,6.218,5.2128,0,5.1187,4.6154,5.52,3.8051,6.5363,4.2674,6.033,0,0,4.2291,1.2147,5.7223,3.0038,0,5.4779,5.0058,0,0,0,3.8214,3.9044,5.5945,0,1.0852,6.5149,4.8624,5.7002,6.3067,2.5779,6.0379,3.3402,0,2.4201,0.1574,5.5562,5.1438,0.13051,1.4597,2.3603
"'""d22_failedReprog""'",0,9.7133,3.6708,7.0562,0,4.2848,0,6.2874,8.8758,0,6.7007,0,0,3.2865,0,3.1256,1.2774,5.0043,1.8257,7.159,0,0,7.2456,4.631,6.5287,0,0,3.6573,0,0,0,6.1338,0,7.1154,2.9326,0,4.9034,4.6142,5.0939,4.3291,0,1.6033,6.4641,0,3.7732,0,4.9558,3.9892,0,0,0,0,5.2903,5.7675,4.0335,5.693,3.3119,0,2.9845,0.20253,3.6032,2.7641,0,0,8.0516,5.3703,0,8.2734,0,0,0,0,1.3129,0,2.1395,0,0,0,0,3.1618,0,2.0053,3.0683,0,1.6176,0,1.3027,1.6004,1.8536,0,4.8621,0,0,0,1.0637,0.1835,4.7392,0,0,0
"'""d22_failedReprog""'",2.4076,0,8.9096,1.9456,0,5.8443,0,6.4268,9.7116,6.5361,0,0,0,0,4.2472,0,0,0,3.3748,0,0,0,9.1983,4.1938,5.7073,6.183,5.4702,5.2592,4.0664,5.0454,3.6316,0,0.21621,3.5713,6.3636,6.1941,0,4.4842,3.4043,0,7.4242,5.8732,0,0,5.0865,0,5.466,1.3554,2.9667,0,0,0,3.8144,5.5274,0,2.8674,4.7331,0,4.6233,0,4.3942,4.1387,0,0,3.2341,6.8071,0,7.7544,0,0,5.8286,0.86749,4.4117,4.8821,6.282,3.7476,4.8354,4.178,0,0,4.2804,3.0317,3.8257,0,2.6647,3.7483,2.6061,1.4097,4.4217,0,5.0276,5.3003,0,6.7452,0.38527,3.2056,2.6878,5.0169,0,3.994
"'""Myocyte""'",0,9.3127,9.7981,7.3122,0,4.9905,0,0,9.5959,0,0.20254,1.1582,0,3.7851,0,2.212,4.513,5.8468,4.2539,7.0739,0,0,8.2128,4.8981,6.3039,0,0,6.9936,0,0,0,4.114,0,0,6.4076,2.3003,6.7243,4.9683,3.1217,0,3.3657,6.7961,0,0,4.1028,0,5.8899,1.958,4.7707,0,0,0,5.6449,7.5633,4.9691,1.7428,5.6411,0,5.3022,2.612,0.63372,6.6627,0,2.5965,6.3562,2.2647,0,6.641,0,0,0,0,4.0105,0,3.1482,0,6.5066,0,0,5.6795,4.3846,4.4336,6.3735,0.24378,1.6974,0,3.7738,0,4.2909,0.98295,2.3005,4.4381,0,2.7766,0,4.2839,4.3137,4.6755,0,0
"'""Myocyte""'",0,9.6341,1.9342,9.4156,0,6.9881,5.4027,8.2339,3.8083,0,9.1941,0,2.3826,2.5285,0,2.6552,0.29173,5.6998,3.0571,0,0,0.90364,9.4576,6.7991,7.1988,5.4132,5.8611,3.9954,0,6.2007,0,3.5408,0,6.5792,0,0,3.1535,5.2695,2.2765,1.7167,2.3971,5.3596,4.9213,0,4.9485,4.3341,6.4362,4.8495,3.3767,0,6.4647,0,2.2812,8.8108,6.1865,4.3688,5.3302,0,4.07,6.7921,0,7.3713,6.8039,3.768,6.9335,6.28,1.2776,8.5137,0,5.9738,0,0,0.99103,6.6789,1.6739,0,7.5707,4.3127,0,0,4.6918,4.3045,6.2617,0,3.651,0,2.721,0,5.4964,0,0,5.4829,0,2.6577,4.0162,2.8823,4.9944,0,0,0
"'""Myocyte""'",0,7.9997,7.3068,6.7255,0,4.4434,5.1085,1.6336,9.9598,0,6.1229,0,0,3.7878,0,4.6284,1.5798,5.3753,2.128,0,0,4.0819,8.2815,6.3958,6.9396,5.7102,6.0301,2.5078,0,1.171,0,7.1264,0,0,5.0741,0,4.9367,3.8943,5.6694,0,0,6.4796,7.1065,0,6.3665,5.1639,1.5403,6.4535,0,0,0,2.5924,4.0955,5.7434,4.0579,4.6362,3.6042,0,4.1253,5.8697,4.3282,6.5766,1.9036,4.7752,7.8217,6.1743,0,8.4839,6.3861,4.3021,0,0,2.8955,5.7491,0,4.564,7.7067,0.74355,0,0,3.3748,6.1608,0.1495,0,1.92,0,4.4354,0,5.1724,5.4011,0,6.4495,0,4.0388,2.6698,0.87059,6.3875,6.404,0,3.209
"'""d2_induced""'",4.2786,7.8905,0,0,0,4.4993,7.1969,0,0,0,0,8.5841,0,1.8771,0,3.6215,1.1056,1.0556,0,0,0,0.6926,10.302,5.6563,8.4135,7.0006,2.1232,2.5507,4.3645,6.3364,0,2.9443,1.9422,0,4.9632,0,4.7632,0,0,5.2433,0,4.4841,0,0,3.9228,2.7966,7.1999,4.424,1.501,0,7.8269,2.2873,0,0,3.7613,6.1032,7.5907,4.747,5.462,6.4309,3.3223,0,0,2.1751,5.5123,4.0452,7.2458,8.7453,5.9599,0,0,0,5.1467,0,0.16361,0.62495,6.5766,0,3.2175,4.3154,4.7066,2.7971,3.7305,2.9687,3.5244,2.0836,4.2705,0,5.8817,2.9501,0,3.6598,0,0,2.5868,0,3.573,6.8481,2.8119,3.5594
"'""Myocyte""'",0,5.3206,8.0751,8.1708,0,0,2.7415,2.6304,7.9765,0,0,0,0,6.5909,0,5.7097,0,0,3.9999,0,0,4.9552,0,1.044,8.2494,0,2.7549,3.8876,0,3.1311,0,3.1519,0,0,3.9425,2.6835,0,0,5.0184,7.1838,0,2.8651,4.7679,0,3.5464,0,0,3.357,0,0,0,0,4.8929,3.2377,0,5.2011,2.8528,0,5.8433,6.1659,4.8339,0,0,0,8.0697,2.0434,0,7.4293,0,0,0,0,0,0,3.9928,1.312,5.9425,0,0,0,0.91552,4.4329,6.1045,0,0,0,0,0,5.0062,0,0,0,0,3.977,0,0,0,4.985,0,3.4818
"'""d2_induced""'",0,6.8093,0,0,0,0,3.2014,0.65001,0,0,4.6844,6.6176,0,6.1575,0,1.9241,5.1602,3.6546,0,0,0,7.1774,9.3445,6.0045,7.6422,6.981,1.1493,1.8606,6.2121,6.3447,0,2.4807,0,0,3.9656,0,0,7.8582,0.47061,0,0,3.4912,0,0,0,0,0.62543,6.4571,4.5197,0,0,0,5.8209,7.1842,4.8779,3.4328,5.7184,0,4.6051,6.1609,3.2831,5.4835,0,5.2995,5.1283,7.0335,0,6.7663,3.6769,0,3.946,4.9548,5.6975,4.3189,5.5208,3.9261,6.3762,0,0,0,4.0718,1.2901,3.5796,4.436,3.8619,0,6.3704,3.9426,6.2693,5.2665,0,0,3.2638,0,4.9833,1.3844,3.1573,4.105,5.219,1.7428
"'""Myocyte""'",0,5.9549,6.6367,5.5465,0,0,6.9839,7.2407,6.6454,0,6.871,6.5751,3.7482,4.9909,0,2.9539,0,3.6782,3.3236,0,0,0,9.1928,0,5.9541,1.2558,0.65382,4.6164,0,3.2566,0,1.1478,0,2.5568,0.97724,0,0,5.4205,5.5003,0,0,7.587,0,0,3.0926,0,0,4.3002,0,0,5.8802,6.25,0,1.6154,2.7526,3.8776,4.9561,0,4.1182,5.655,0,0,0,0,6.0172,2.4932,0,0,0,0,0,3.715,4.7462,4.7422,0,1.6929,8.5037,6.0775,0,0,3.6979,1.2608,5.2656,0,2.7667,1.9895,5.1058,0,4.9801,5.4799,0,0,0,0,2.6439,0,6.3996,0.014257,0,0
"'""d2_induced""'",0,4.0271,8.3444,0,0,4.1732,6.9179,0,8.3123,0,3.8772,0,0,6.8023,0,3.3684,5.8371,0,5.0601,5.0881,0,6.4419,11.331,6.8463,6.5882,0,2.3764,2.2834,4.8609,0,6.3756,4.7728,0,3.794,1.5509,5.413,0,5.2413,5.6166,0,0,6.3986,0,0,0,0,0,3.9654,0,0,4.0864,0,2.8642,0,3.2267,5.2127,6.97,2.2251,5.809,5.6824,0,6.7981,0,0,0,4.0528,0,0.99186,0,6.6475,0,1.5935,5.4644,5.8632,0,0,5.7344,2.6577,0,0,4.0365,2.1063,5.1772,0,0.86633,0,4.9396,0,6.7568,3.3624,3.9275,0,0,0,0,1.1295,6.571,4.8621,0,3.9286
"'""d2_induced""'",4.2839,7.3495,2.2125,0,0,0,0,3.0661,8.6808,0,3.8242,5.2716,1.5296,7.1457,0,4.7897,5.2978,2.3098,5.1108,4.2389,0,0,11.424,5.9927,7.1069,6.9803,5.5298,2.6146,5.0453,4.4436,7.855,4.9676,0,0,2.934,0,0,6.6661,3.9351,0.57724,2.625,7.7428,0,0,3.0011,5.6233,6.1089,4.5039,0,0,0,0,0,0,1.3155,3.5926,2.2547,0,5.8305,6.6177,4.4562,4.8491,0,0,5.5683,4.1727,0,2.8094,5.9542,0,0,5.1796,4.8185,5.7016,2.2087,0,7.8354,0,0,0,4.743,2.2036,5.6172,0,2.6829,0,6.4016,0.91382,6.1983,1.5674,0,5.4858,0,0,5.5906,0,6.1892,8.1989,2.8203,3.5068
"'""Myocyte""'",0,6.4854,0.10322,5.6393,0,3.1151,0,6.9106,6.1009,0,0,0,0,3.5131,0,1.392,0,2.9004,4.3877,0,0,0,8.8515,5.4978,6.959,0,3.1139,2.9552,0,5.9391,0,0,0,1.3379,0,0,0,0,6.8592,4.9814,4.3312,6.4933,0,0,1.2417,0,4.2046,1.5013,5.0765,0,0,5.6167,0,4.3334,0,5.1346,0,0,2.058,6.6455,1.4038,0,0,0,7.73,1.046,0,7.9813,0,0,0,0,5.0489,3.1137,0.81486,0,7.7322,0,0,6.104,4.7702,2.2834,4.8749,0,5.1169,0,5.7911,0,6.2152,0,0,0,0,0,5.6647,0,6.2297,6.1397,4.045,0
"'""d2_induced""'",0,9.3241,6.6245,0,0,2.3979,4.1239,6.2222,7.9293,0,5.6173,8.5107,0,6.3531,0,4.6815,0,0,5.1112,4.1638,0,0.98668,8.0545,4.4492,7.2034,0,4.7242,3.3208,5.0014,1.9006,5.7806,0,5.0953,0.98589,8.3404,0,0,7.8336,5.2565,4.7196,0,6.7438,0,0,1.4191,4.9373,2.2201,4.4359,6.924,0,6.5353,0,0,5.5639,0,3.857,7.1996,0,6.0046,7.3502,1.8056,6.1557,0,0,2.6911,1.3541,0,8.6307,0,0,0,0,3.8356,3.2342,0,0.84809,6.9336,3.1149,0,1.8478,2.5261,4.0977,5.6844,1.1782,2.3874,0,4.4674,0,5.1831,0,4.3657,7.0344,0,0,1.4018,0.27324,6.6927,5.8939,0,4.1559
"'""Myocyte""'",0,7.0951,4.8338,5.5635,0,3.4085,4.6317,0,5.0616,0,7.6345,1.5987,0,5.238,0,5.5422,4.8303,1.1536,4.5708,0,0,0,9.6501,0.48489,7.3785,0,0,5.1522,0,0,0,0,0,0,4.0255,4.1742,0,6.8793,3.2023,0,0,0.2255,0,0,0.85211,0,0,6.35,0,0,1.4652,3.2149,2.6355,2.4334,0,7.0643,7.7355,0,5.5772,6.5521,0,7.3884,6.6689,1.9133,0,1.6,0,0,0,6.5518,4.4596,3.371,4.5159,4.9005,5.1132,0,8.0812,0,0,3.377,3.4468,5.8557,6.1086,0,3.8178,0,6.908,0,5.019,7.0144,4.9593,0,6.4308,0,7.2403,1.1884,5.6517,0.36444,0,0
"'""d2_induced""'",1.8707,8.3737,0,0,0,5.5759,7.7746,5.473,0,4.374,6.787,5.0108,1.688,3.7295,0,0,4.0714,4.0868,0,0,0,3.0208,10.741,7.2052,6.0519,8.3227,5.1377,3.3413,5.7353,6.2835,0.25548,0,2.3082,3.8459,5.3088,0,0,5.3254,0,8.4232,3.6156,6.1267,0,6.0519,4.9176,5.353,0,1.9784,3.2235,0,0.0038101,0,6.0141,0,1.8932,2.5308,6.449,4.9543,6.6242,7.2484,2.4064,4.5986,0,1.595,5.9179,8.2194,4.4156,8.8784,7.8385,0,5.7785,0,5.2482,3.2686,0,0,5.8551,5.5106,0,5.312,4.4164,0,1.7464,0,4.2897,0,6.2243,0,6.2254,0,0,4.2724,0,0,3.2641,0,2.3056,5.4392,0,2.6455
"'""d2_induced""'",0,6.9005,7.7634,0,0,2.4418,5.6164,4.5701,7.361,0,2.8437,0,0,2.5301,0,2.0679,6.9871,3.311,4.2645,2.8967,0,0,11.754,3.3582,8.4339,4.5487,0,4.3073,5.6393,6.854,0,0,7.1011,0,8.1109,3.9551,0,5.7721,3.9163,4.1912,0,4.8986,0,0,1.6561,5.6285,7.6797,5.9726,4.8141,0,3.3667,3.4331,4.9792,6.6832,0,4.3185,0,0,5.231,7.9092,1.52,0,0,3.0212,7.9944,5.435,0,7.5194,0,0,1.9588,6.7405,3.8836,0,0,2.293,7.1768,2.4659,0,0,2.1617,0.90202,0.64944,0,1.9612,0,3.5584,0,5.9704,6.3143,0,0,0,0,3.2219,0,4.8006,5.2963,0,4.0373
"'""d2_induced""'",0,8.6019,0,0,0,3.8603,7.8227,6.5832,0,0,7.8864,7.5646,0,2.0958,0,5.6656,0,0,0,0,0,0,8.4739,7.463,3.04,7.0422,0,3.2525,3.6498,0,0,5.0696,0,0,4.9566,0,0,5.5834,3.9386,1.7499,3.8647,8.3286,0,0,2.8183,0,0,0,6.1321,0,0,5.9534,1.953,5.5216,0,0,3.6013,0.70603,5.4693,7.2062,4.7506,6.5347,4.3337,1.3632,6.2889,3.9903,1.9894,8.0713,3.3863,2.8721,0,2.3343,4.7348,0,0,0,5.1422,0,0,1.3987,5.7326,2.0151,3.0082,0,3.9767,0,5.72,0,0,0,0,0,0,0,1.8934,0,6.6828,5.5378,2.8178,0
"'""Myocyte""'",0,7.9045,7.6423,8.4441,0,3.6625,5.3697,1.6373,9.2918,0,0,0,0,3.5448,0,3.9777,0,7.1565,3.993,0.44184,0,0,6.2008,0,6.8971,0,0,6.036,0,0.53671,0,8.6139,0,5.3612,6.6855,5.9498,0.26723,6.332,4.6881,0,3.633,7.4988,0,0,6.2671,4.3825,0,1.9392,1.97,0,0,3.3586,1.8046,6.6823,6.61,5.645,4.0229,0,2.245,6.0681,0,0,0,5.8556,0.60596,0,0,4.7801,0,5.3273,0,4.2522,3.6471,0,6.4814,0,6.5915,0,0,6.0105,4.2213,1.9075,3.4169,0,1.2356,0,0.6625,0,3.2194,0,0.41743,0,4.5729,0,0.64311,4.1536,6.5791,7.1021,2.4859,0
"'""Myocyte""'",0,8.209,9.7196,7.9355,4.992,3.7126,3.89,6.7758,8.9608,0,4.1663,0,0,3.9802,0,1.8521,0,6.1544,6.6136,4.529,0,0,9.1394,6.8629,7.568,6.2821,5.9778,5.4244,0,0.61661,0,6.1976,0,0,2.1873,4.0928,4.8436,5.2359,4.5253,0,7.2436,6.9652,5.484,0,5.9886,3.483,6.0094,3.2901,6.7746,0,6.8474,4.5241,5.5026,7.3497,4.9831,4.2063,5.9617,0,4.6471,5.6927,1.8891,4.0817,5.2111,4.9997,2.1268,1.3846,0,7.5892,0,0.87139,3.3518,1.8704,2.7317,5.4965,7.1128,0,5.6845,0.93992,0,5.4973,2.6137,2.4703,4.4464,0,1.9991,3.2035,4.4443,0,3.4561,5.1678,3.2192,4.8582,2.0098,5.774,3.1827,2.1954,6.0288,7.4315,0,0
"'""Myocyte""'",0,11.094,6.6841,0.57271,6.4394,7.06,7.4041,0,7.2076,4.8876,0,0,4.441,5.087,0,0.21582,0,5.6187,0,0,0,0,7.9855,3.7239,7.6047,5.6948,2.2527,5.5256,0,4.6457,0,0,0,5.0032,4.1087,2.241,7.4031,4.283,0,0,8.0415,5.901,0,0,3.2235,0,4.3878,0,3.6061,6.1635,5.9221,3.5377,5.9093,9.1709,0,6.2057,6.4285,1.1243,5.595,5.9722,0,3.627,6.2195,2.6112,6.0972,5.1856,5.7107,2.9968,0,7.229,2.1103,5.4154,4.4127,2.4864,0,0,7.5626,0,0,0,2.2205,4.2316,3.3044,0,3.0958,0,3.5326,5.5443,5.562,5.3205,1.9852,5.5041,0,0,0,3.7384,6.4148,3.368,0,0
"'""Myocyte""'",0,7.9622,8.8327,0.26072,3.8091,2.6744,2.3876,0,8.2143,0,1.0154,0,0,4.596,0,3.8363,3.914,4.9566,0,0,0,0,7.869,5.6834,6.6478,0,4.2681,5.806,0,1.6514,0,6.4537,5.2542,2.2191,0,6.1863,0,3.4974,2.2323,0,6.7511,4.3902,0,0,3.5998,3.675,5.6661,0.33623,0,0,0,0,7.1235,4.3448,0,4.6228,3.6923,0,5.9464,5.9062,1.8186,7.2152,0,2.2724,5.3681,0,2.4186,7.6405,0,0,4.6858,0,0,0,2.2263,0,8.0293,0,0,6.0848,2.2222,4.9772,3.719,0,3.0506,0,3.0574,0,0.03501,0,0.15226,1.2107,0,2.9024,2.4911,1.9832,5.3713,2.6753,0,0.56883
"'""d2_induced""'",0,7.3549,4.8922,0,0,0,5.0328,0,7.9966,0,2.0705,0,0,2.7302,0,1.248,1.9894,0,0,0,0,0,9.7382,2.8754,7.8693,1.8839,0,1.9179,4.926,1.6734,0,3.1056,2.1318,6.8267,0.15739,0,0,6.2888,2.0553,0.7053,0,4.9981,0,0,4.0816,4.703,0,0,0,0,3.8821,0,0,2.8797,0,8.2586,2.5457,0,5.8441,5.2297,5.5186,8.2544,0,5.6402,0,4.6363,0,0.69848,0,0,0.73287,1.4314,5.7552,0,0,0,9.0495,0,0,0,2.2966,0.49613,4.9851,0,6.0552,3.031,5.1698,0,0,0,0,0,0,0,0,0,4.8997,0,5.5466,4.4206
"'""Myocyte""'",0,7.8052,0,0,0,0,0,0,0.98156,0,0,0,0,6.3805,0,3.3881,0,0,0,3.4275,0,0,5.9146,0,3.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2993,0,0,7.8662,0,0,0,0,0,2.8013,0,0,0,0,0,0,4.366,7.2011,0,0,2.9426,3.4646,0,0,0,0,0,3.1923,0,0,0,0,0,0,4.1858,0,4.1742,0,7.0983,0,0,0,0,1.8899,5.5972,0,2.7366,0,0.83394,0,0,0,0,0,0,0,0,0,8.1457,1.9951,0,0
"'""d2_induced""'",2.8035,10.487,4.6942,0,0,6.2948,9.7468,8.5481,8.7937,0,8.4058,6.7028,1.1785,5.8799,0.88464,5.3983,4.9327,0,0,0,0,0,11.118,9.1709,8.3003,8.6265,7.3126,1.0112,7.2858,8.2161,0,7.4054,2.8607,4.2155,6.9324,0,0,4.9266,0,4.3514,0,6.3528,6.328,0,5.3163,6.7985,6.9701,6.0229,7.028,0,0,6.3799,0,6.9686,0,0,2.6766,3.369,6.1342,7.3908,5.1606,9.1164,2.3639,0,0,8.7259,6.2746,6.0797,0,5.2507,1.4906,0,4.8999,0,0,4.0104,7.8838,2.0934,0,4.9565,7.3644,0,2.4694,0,2.5017,5.1336,5.4619,0,6.5397,0,0.30534,0,4.7232,2.007,2.9203,4.8927,5.2277,9.4197,0.42177,4.4532
"'""Myocyte""'",0,7.765,7.5899,0,0,4.9504,3.2317,0,6.8316,0,7.5226,0,0,4.9195,0,5.6746,0,0,0,0,0,0,11.275,3.4997,7.56,0,0,5.1192,0,0,0,0,0,1.7809,0,3.4097,0.053448,4.2328,6.9692,0,7.6438,5.5928,0,0,0,0,0,6.6212,0,0,0,0,6.8417,5.7055,0,5.8427,5.144,4.6485,6.3261,6.7559,2.0618,2.5417,0,6.1398,0,7.9268,3.8694,6.6734,0,0,4.807,0,3.7628,0,0,0,8.5732,2.4126,0,4.0676,0,3.1009,3.5985,0,4.2591,0,7.2083,0,6.8137,7.2535,0,0,0,0.99157,6.3758,0,9.2684,2.0961,2.9439,0
"'""d2_induced""'",0,9.1452,4.8325,0,0,4.5198,2.5925,0,5.1402,0,6.5335,7.5211,4.6878,4.8269,0,6.9682,0,0,0,0.75053,0,0,9.1887,8.047,7.3901,2.4897,0,4.1646,3.8632,0,0,3.936,0,6.5346,0,0,0,5.2598,0,6.1029,0,6.5285,4.0335,0,0.3064,2.7723,0,2.6912,1.916,0,0,2.559,5.8908,5.5944,0.10138,2.6667,5.6424,4.0959,6.5939,6.4382,5.5917,0,3.975,0,7.1828,7.3534,0,4.7813,5.5862,1.6239,3.5259,0,5.3789,0,0,0,5.978,0,0,0,6.0158,2.65,2.9941,0,5.0032,4.0541,5.3085,0,3.6176,3.7318,0,3.9565,0,0,4.0711,0,6.896,5.6797,0,0
"'""Myocyte""'",0,4.8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6422,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7849,0,0,0,0,0,0,0,0,0,5.9977,0,0,0,0,0,0,0,0,0,0,4.8193,0,0,6.7632,0,0,3.0161,0,0.40927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22539,0,0,0,0,0,0,3.3029,0,7.1143,0,0,0,0,0,2.4371,0,0,0,0,0
"'""d2_induced""'",0,8.054,1.8556,0,0,5.2339,5.9787,6.525,5.9578,0,7.6125,7.2274,0,4.0007,0,5.7232,4.3251,4.1347,0.23413,6.4417,0,0.49479,10.649,6.0217,7.5959,6.1186,2.5102,3.0785,4.488,4.8682,1.5111,3.726,6.1437,1.0602,4.5584,0,0,6.8569,2.2041,0.95698,0,8.1497,2.847,0,3.2023,5.7112,0,3.4299,2.9576,0,0,0,0,5.7561,0.87839,2.2933,6.667,3.2252,6.1509,7.0086,3.0768,7.32,0,0,0,4.8758,0,7.1619,4.4311,4.1381,3.7119,0,5.1349,5.0733,0,0,5.9546,2.9139,0,0,5.9046,0.9591,4.6285,0,3.3447,0,4.2298,5.7868,3.1394,3.712,0,2.8759,4.3937,0,3.3123,3.808,5.6302,6.2827,4.2623,0.50248
"'""Myocyte""'",0,6.2098,4.9305,0,0,0,0,0,4.243,0,0,0,0,5.5826,0,2.5394,0,0.0065827,0,0,0,0,10.859,4.1131,0.34173,0,0.18796,5.0917,0,0,0,0,0,2.7933,0,0,3.9628,0.23009,5.3204,0,0,0.16547,0,0,0,0,0,0.4484,0,0,0,4.8675,0,0,0,3.2048,7.2124,4.7406,5.7303,5.8202,0.49278,5.1522,0,0,1.5416,0,0,6.427,0,0,0,0,2.2384,0,0,0,5.9461,0.32573,0,0,1.2616,0,1.3837,0,2.9531,0,5.243,0,0,6.2119,0,7.2483,0,1.6041,5.8342,0,5.0477,5.9589,0,0
